date,precipitation,temp_max,temp_min,wind,weather,month,RF_Prediction,LR_Prediction,Condition
2012-02-17,17.3,10.0,4.4,3.4,rain,2,9.714000000000006,9.557856349941025,Rainy 🌧️
2012-02-18,6.4,6.7,3.9,8.1,rain,2,7.299000000000003,9.554675412194515,Rainy 🌧️
2012-02-19,0.0,6.7,2.2,4.7,sun,2,8.498000000000012,9.283946273138705,Sunny ☀️
2012-02-20,3.0,7.8,1.7,2.9,rain,2,8.22699999999999,8.597666629195524,Rainy 🌧️
2012-02-21,0.8,10.0,7.8,7.5,rain,2,11.607999999999995,15.594660250181231,Rainy 🌧️
2012-02-22,8.6,10.0,2.8,5.9,rain,2,9.508999999999999,8.334666302212606,Rainy 🌧️
2012-02-23,0.0,8.3,2.8,3.9,sun,2,8.661666666666658,10.246204140386677,Sunny ☀️
2012-02-24,11.4,6.7,4.4,3.5,rain,2,7.860000000000008,10.50526935017237,Rainy 🌧️
2012-02-25,0.0,7.2,2.8,6.4,rain,2,8.537000000000015,9.628052196619405,Sunny ☀️
2012-02-26,1.3,5.0,-1.1,3.4,snow,2,6.513000000000006,5.186714299237685,Rainy 🌧️
2012-02-27,0.0,6.7,-2.2,3.0,sun,2,6.345,4.098328463122515,Sunny ☀️
2012-02-28,3.6,6.7,-0.6,4.2,snow,2,6.306000000000003,5.246977243856454,Rainy 🌧️
2012-02-29,0.8,5.0,1.1,7.0,snow,2,6.273000000000001,7.181940733727378,Rainy 🌧️
2012-03-01,0.0,6.1,1.1,3.1,sun,3,8.16100000000001,8.198488946967847,Sunny ☀️
2012-03-02,2.0,6.7,3.9,5.1,rain,3,7.785000000000008,10.941858532583058,Rainy 🌧️
2012-03-03,0.0,12.2,6.7,7.0,sun,3,12.494000000000018,14.36903153695373,Sunny ☀️
2012-03-04,0.0,10.6,6.7,5.6,rain,3,11.440000000000007,14.7151966254634,Sunny ☀️
2012-03-05,6.9,7.8,1.1,6.2,rain,3,7.972999999999995,6.295072123463204,Rainy 🌧️
2012-03-06,0.5,6.7,0.0,2.7,snow,3,10.337000000000003,6.81351830740053,Rainy 🌧️
2012-03-07,0.0,8.9,-1.7,2.7,sun,3,8.295999999999992,4.729963446839198,Sunny ☀️
2012-03-08,0.0,15.6,0.6,2.5,sun,3,14.179999999999998,7.709804375769954,Sunny ☀️
2012-03-09,3.6,9.4,5.0,2.8,rain,3,11.912000000000008,12.648417667391522,Rainy 🌧️
2012-03-10,10.4,7.2,6.1,3.4,rain,3,12.577,12.781120004123752,Rainy 🌧️
2012-03-11,13.7,6.7,2.8,5.8,rain,3,10.605000000000008,7.439484482944788,Rainy 🌧️
2012-03-12,19.3,8.3,0.6,6.2,snow,3,8.401999999999994,3.6148913286463804,Rainy 🌧️
2012-03-13,9.4,5.6,0.6,5.3,snow,3,6.980000000000007,5.468642447389403,Rainy 🌧️
2012-03-14,8.6,7.8,1.1,4.7,rain,3,8.305999999999997,6.385855419796539,Rainy 🌧️
2012-03-15,23.9,11.1,5.6,5.8,snow,3,11.296000000000003,9.326267074514039,Rainy 🌧️
2012-03-16,8.4,8.9,3.9,5.1,rain,3,8.99499999999999,9.887334786975426,Rainy 🌧️
2012-03-17,9.4,10.0,0.6,3.8,snow,3,9.210000000000003,5.839533613649765,Rainy 🌧️
2012-03-18,3.6,5.0,-0.6,2.7,rain,3,5.910999999999999,5.538284122879388,Rainy 🌧️
2012-03-19,2.0,7.2,-1.1,3.0,rain,3,6.908000000000004,5.090695788327186,Rainy 🌧️
2012-03-20,3.6,7.8,2.2,6.4,rain,3,9.476,8.19084905723524,Rainy 🌧️
2012-03-21,1.3,8.9,1.1,2.5,rain,3,8.746999999999991,8.132645277645441,Rainy 🌧️
2012-03-22,4.1,10.0,1.7,2.1,rain,3,9.845999999999995,8.53464469518731,Rainy 🌧️
2012-03-23,0.0,12.2,0.6,2.8,sun,3,12.366000000000016,7.635626142517881,Sunny ☀️
2012-03-24,0.0,15.0,3.3,5.2,sun,3,13.733999999999998,10.482221880092307,Sunny ☀️
2012-03-25,0.0,13.3,2.2,2.7,rain,3,12.766999999999982,9.698883540915094,Sunny ☀️
2012-03-26,0.0,12.8,6.1,4.3,drizzle,3,14.090999999999985,14.272186390979936,Sunny ☀️
2012-03-27,4.8,14.4,6.7,3.8,rain,3,13.618000000000011,14.36937321577011,Rainy 🌧️
2012-03-28,1.3,10.6,7.2,5.9,rain,3,12.335999999999997,15.063859294086816,Rainy 🌧️
2012-03-29,27.4,10.0,6.1,4.4,rain,3,10.769,9.732780527346574,Rainy 🌧️
2012-03-30,5.6,9.4,5.0,4.7,rain,3,9.847999999999995,11.849083519626012,Rainy 🌧️
2012-03-31,13.2,10.0,2.8,3.4,rain,3,10.603000000000003,8.115295016586963,Rainy 🌧️
2012-04-01,1.5,8.9,4.4,6.8,rain,4,9.677999999999992,11.16135662891152,Rainy 🌧️
2012-04-02,0.0,16.7,4.4,3.1,sun,4,17.07400000000001,12.32337550856387,Sunny ☀️
2012-04-03,1.5,11.7,3.3,3.1,rain,4,11.011000000000013,10.674731222742597,Rainy 🌧️
2012-04-04,0.0,10.6,2.8,2.1,sun,4,12.361999999999993,10.532104965424256,Sunny ☀️
2012-04-05,4.6,9.4,2.8,1.8,snow,4,9.804999999999993,9.848344256520843,Rainy 🌧️
2012-04-06,0.3,11.1,3.3,2.6,rain,4,12.47988888888889,10.996084813797482,Rainy 🌧️
2012-04-07,0.0,16.1,1.7,4.3,sun,4,13.84566666666666,8.586640971964574,Sunny ☀️
2012-04-08,0.0,21.1,7.2,4.1,sun,4,16.34399999999999,15.643544542188373,Sunny ☀️
2012-04-09,0.0,20.0,6.1,2.1,sun,4,18.20500000000003,14.736575814257705,Sunny ☀️
2012-04-10,0.0,17.8,8.9,3.2,rain,4,18.16349999999999,18.032018770131522,Sunny ☀️
2012-04-11,2.3,11.1,7.2,2.6,rain,4,11.878999999999998,15.635466237370993,Rainy 🌧️
2012-04-12,0.5,13.9,5.6,2.6,rain,4,13.743666666666673,13.893519720176617,Rainy 🌧️
2012-04-13,0.0,15.0,3.9,4.0,drizzle,4,15.095,11.463799771105613,Sunny ☀️
2012-04-14,0.0,15.6,3.3,3.0,sun,4,15.653999999999982,10.946611303370076,Sunny ☀️
2012-04-15,0.0,16.1,7.2,2.9,rain,4,16.062999999999985,15.940257475196663,Sunny ☀️
2012-04-16,8.1,13.3,6.7,5.8,rain,4,13.599999999999993,13.251528567189933,Rainy 🌧️
2012-04-17,1.8,10.0,4.4,2.0,rain,4,11.099999999999998,12.298777560369322,Rainy 🌧️
2012-04-18,1.8,13.3,7.2,3.9,rain,4,12.433000000000007,15.396411894237609,Rainy 🌧️
2012-04-19,10.9,13.9,5.0,2.6,rain,4,13.103000000000007,11.415469388321771,Rainy 🌧️
2012-04-20,6.6,13.3,6.7,2.7,rain,4,13.725999999999985,14.265190980338136,Rainy 🌧️
2012-04-21,0.0,20.0,4.4,2.3,sun,4,14.633000000000003,12.521184130569395,Sunny ☀️
2012-04-22,0.0,23.3,8.3,2.6,rain,4,16.379000000000005,17.41592599139322,Sunny ☀️
2012-04-23,0.0,21.7,8.9,3.5,sun,4,20.662250000000014,17.957840536879445,Sunny ☀️
2012-04-24,4.3,13.9,10.0,2.8,rain,4,14.051000000000009,18.823905222498638,Rainy 🌧️
2012-04-25,10.7,16.7,8.9,2.6,rain,4,16.24500000000002,16.417343349447904,Rainy 🌧️
2012-04-26,3.8,13.9,6.7,5.2,rain,4,13.673000000000007,14.108393175274205,Rainy 🌧️
2012-04-27,0.8,13.3,6.1,4.8,rain,4,12.383,13.9371562467881,Rainy 🌧️
2012-04-28,0.0,16.1,8.3,2.5,drizzle,4,16.25799999999998,17.44065206914391,Sunny ☀️
2012-04-29,4.3,15.6,8.9,1.6,rain,4,15.423999999999985,17.719127872562446,Rainy 🌧️
2012-04-30,4.3,12.8,7.2,8.0,rain,4,13.018999999999984,13.970719368331306,Rainy 🌧️
2012-05-01,0.5,11.7,6.1,6.4,rain,5,12.143000000000002,13.511385516114977,Rainy 🌧️
2012-05-02,0.5,13.3,5.6,2.5,rain,5,13.805000000000007,13.83866151068988,Rainy 🌧️
2012-05-03,18.5,11.1,7.2,3.4,rain,5,11.919000000000004,12.688810097058724,Rainy 🌧️
2012-05-04,1.8,12.2,6.1,4.6,rain,5,11.99900000000001,13.742254779800861,Rainy 🌧️
2012-05-05,0.0,13.3,5.0,2.3,sun,5,15.380999999999979,13.206049088574414,Sunny ☀️
2012-05-06,0.0,17.8,5.0,2.4,sun,5,16.60199999999998,13.181323010823723,Sunny ☀️
2012-05-07,0.0,23.9,6.1,2.2,sun,5,21.360000000000024,14.632265449269587,Sunny ☀️
2012-05-08,0.0,18.3,9.4,3.0,sun,5,19.005999999999982,18.63892767609751,Sunny ☀️
2012-05-09,0.0,13.3,6.7,3.9,rain,5,15.579999999999979,14.97637137275029,Sunny ☀️
2012-05-10,0.0,14.4,3.9,3.0,sun,5,15.62500000000001,11.631476261375093,Sunny ☀️
2012-05-11,0.0,18.3,4.4,4.3,sun,5,17.02799999999998,11.947078288318153,Sunny ☀️
2012-05-12,0.0,24.4,6.7,3.4,sun,5,16.958999999999982,15.100001761503744,Sunny ☀️
2012-05-13,0.0,25.6,9.4,4.2,sun,5,24.61859999999998,18.342214743089222,Sunny ☀️
2012-05-14,0.0,26.7,12.8,3.8,sun,5,26.20899999999999,22.772998110465842,Sunny ☀️
2012-05-15,0.0,24.4,9.4,4.1,drizzle,5,24.03160000000001,18.366940820839915,Sunny ☀️
2012-05-16,0.0,19.4,9.4,3.5,sun,5,20.039600000000018,18.515297287344055,Sunny ☀️
2012-05-17,0.0,17.8,6.7,2.9,rain,5,17.457999999999984,15.223632150257197,Sunny ☀️
2012-05-18,0.0,15.6,7.8,3.1,rain,5,17.888999999999974,16.575670277700297,Sunny ☀️
2012-05-19,0.0,19.4,7.2,1.5,sun,5,19.027000000000015,16.206838276468908,Sunny ☀️
2012-05-20,6.4,14.4,11.7,1.3,rain,5,14.967000000000015,20.935136025680997,Rainy 🌧️
2012-05-21,14.0,16.7,10.0,4.0,rain,5,16.179000000000023,16.849345450316356,Rainy 🌧️
2012-05-22,6.1,12.8,8.9,4.8,rain,5,13.64699999999999,16.551724293850768,Rainy 🌧️
2012-05-23,0.3,14.4,8.9,6.3,rain,5,15.484000000000012,17.13649527204732,Rainy 🌧️
2012-05-24,0.0,17.2,8.9,3.3,rain,5,18.621000000000024,17.927708405143402,Sunny ☀️
2012-05-25,0.0,22.2,8.9,3.1,rain,5,21.156000000000013,17.977160560644784,Sunny ☀️
2012-05-26,0.0,22.2,8.9,3.6,sun,5,21.387500000000014,17.85353017189133,Sunny ☀️
2012-05-27,0.0,17.2,11.7,3.7,sun,5,18.346000000000018,21.396233905272048,Sunny ☀️
2012-05-28,0.0,16.7,10.0,3.4,rain,5,18.002633333333346,19.304472610337193,Sunny ☀️
2012-05-29,0.0,16.1,7.8,1.8,sun,5,16.52099999999998,16.89710928845928,Sunny ☀️
2012-05-30,0.3,18.9,11.1,1.5,rain,5,18.949000000000026,21.126327569969444,Rainy 🌧️
2012-05-31,3.8,17.8,12.2,2.7,rain,5,19.949999999999992,21.654412246526462,Rainy 🌧️
2012-06-01,6.6,20.0,12.8,3.7,rain,6,20.019,21.630662288321233,Rainy 🌧️
2012-06-02,0.3,18.9,10.6,3.7,rain,6,19.743000000000006,19.86572853451478,Rainy 🌧️
2012-06-03,0.0,17.2,9.4,2.9,sun,6,18.660066666666683,18.58406946661077,Sunny ☀️
2012-06-04,1.3,12.8,8.9,3.1,rain,6,14.484999999999978,17.683376137580805,Rainy 🌧️
2012-06-05,16.0,13.3,8.3,3.3,rain,6,13.852999999999982,14.447365508644449,Rainy 🌧️
2012-06-06,0.0,16.1,6.1,3.4,sun,6,17.03599999999998,14.25596822902387,Sunny ☀️
2012-06-07,16.5,16.1,8.9,3.5,rain,6,15.405999999999997,15.079977930759917,Rainy 🌧️
2012-06-08,1.5,15.0,8.3,3.0,rain,6,14.430999999999989,16.91069910303881,Rainy 🌧️
2012-06-09,0.0,17.2,8.3,4.7,rain,6,17.72850000000001,16.737509784153858,Sunny ☀️
2012-06-10,0.0,18.9,10.0,2.9,sun,6,21.806078571428575,19.348518711853217,Sunny ☀️
2012-06-11,0.0,23.3,10.0,1.8,rain,6,22.798999999999992,19.62050556711082,Sunny ☀️
2012-06-12,0.8,18.3,12.8,3.9,rain,6,19.582999999999977,22.536872277276768,Rainy 🌧️
2012-06-13,0.0,16.1,11.1,4.3,sun,6,21.281999999999986,20.40384390628803,Sunny ☀️
2012-06-14,0.0,17.2,10.0,2.7,sun,6,18.561500000000027,19.3979708673546,Sunny ☀️
2012-06-15,0.0,22.2,9.4,1.7,sun,6,21.56300000000002,18.880782399619065,Sunny ☀️
2012-06-16,0.0,21.1,15.0,4.1,rain,6,22.888999999999967,25.42221615586531,Sunny ☀️
2012-06-17,0.0,18.9,11.7,6.4,sun,6,25.373000000000026,20.64904551876597,Sunny ☀️
2012-06-18,3.0,17.2,10.0,3.8,rain,6,16.524000000000015,18.631676006343426,Rainy 🌧️
2012-06-19,1.0,19.4,10.0,3.0,rain,6,18.933000000000018,19.159023298851338,Rainy 🌧️
2012-06-20,0.0,24.4,10.0,3.0,sun,6,23.178333333333363,19.323792634102528,Sunny ☀️
2012-06-21,0.0,23.9,11.7,2.1,sun,6,22.806100000000004,21.712266862045674,Sunny ☀️
2012-06-22,15.7,13.9,11.7,1.9,rain,6,14.733000000000015,19.174840454103336,Rainy 🌧️
2012-06-23,8.6,15.6,9.4,2.5,rain,6,14.973999999999988,17.265957494453282,Rainy 🌧️
2012-06-24,0.0,19.4,9.4,2.0,drizzle,6,20.50200000000003,18.806604166366988,Sunny ☀️
2012-06-25,0.5,19.4,11.1,3.1,rain,6,19.15100000000002,20.61817217167072,Rainy 🌧️
2012-06-26,0.0,18.3,10.6,3.4,rain,6,20.02766666666666,19.98933756834221,Sunny ☀️
2012-06-27,0.0,22.8,8.9,1.8,sun,6,19.521500000000007,18.219015284166336,Sunny ☀️
2012-06-28,0.0,22.2,11.7,2.5,rain,6,23.157000000000007,21.61336255104291,Sunny ☀️
2012-06-29,0.3,21.7,15.0,1.9,rain,6,22.449000000000016,25.91675906580515,Rainy 🌧️
2012-06-30,3.0,20.0,13.3,2.4,rain,6,20.465,23.18231194368655,Rainy 🌧️
2012-07-01,0.0,20.0,12.2,2.3,rain,7,25.214816666666653,22.220271457008902,Sunny ☀️
2012-07-02,2.0,18.9,11.7,2.1,rain,7,18.05200000000002,21.303143904305863,Rainy 🌧️
2012-07-03,5.8,18.3,10.6,6.0,rain,7,15.531999999999996,18.311213115129906,Rainy 🌧️
2012-07-04,0.0,20.6,9.4,3.8,sun,7,20.724100000000004,18.28195047961713,Sunny ☀️
2012-07-05,0.0,24.4,10.6,3.1,drizzle,7,24.249000000000034,19.983931514356854,Sunny ☀️
2012-07-06,0.0,25.0,11.1,2.1,sun,7,21.888866666666658,20.8682333295658,Sunny ☀️
2012-07-07,0.0,26.7,12.8,3.8,sun,7,22.75800000000001,22.613829535990988,Sunny ☀️
2012-07-08,0.0,28.3,14.4,2.8,rain,7,23.916359523809515,24.899621634144417,Sunny ☀️
2012-07-09,1.5,25.0,12.8,2.0,rain,7,23.197749999999992,22.81174493262663,Rainy 🌧️
2012-07-10,0.0,23.9,11.1,2.3,drizzle,7,22.490866666666662,20.81878117406442,Sunny ☀️
2012-07-11,0.0,27.8,13.3,2.9,fog,7,25.477250000000023,23.473405273449245,Sunny ☀️
2012-07-12,0.0,25.6,13.3,2.7,drizzle,7,25.739966666666636,23.522857428950623,Sunny ☀️
2012-07-13,0.5,23.3,13.9,2.2,rain,7,23.140999999999995,24.328552395320926,Rainy 🌧️
2012-07-14,0.0,25.0,15.0,2.2,rain,7,25.714833333333335,25.81242734589101,Sunny ☀️
2012-07-15,0.0,18.9,13.3,3.8,rain,7,20.08600000000003,23.250870573693028,Sunny ☀️
2012-07-16,0.3,26.1,13.3,2.5,rain,7,22.404499999999988,23.52287878387665,Rainy 🌧️
2012-07-17,0.0,21.7,15.0,2.6,sun,7,27.336583333333362,25.713523034888244,Sunny ☀️
2012-07-18,0.0,21.1,14.4,2.9,sun,7,26.45388095238091,24.874895556393728,Sunny ☀️
2012-07-19,0.0,25.0,14.4,2.2,sun,7,24.562380952380956,25.047978100648564,Sunny ☀️
2012-07-20,15.2,19.4,13.9,4.0,rain,7,19.908000000000023,21.461373767615964,Rainy 🌧️
2012-07-21,0.0,23.9,13.9,2.3,sun,7,27.50009999999999,24.38621098519583,Sunny ☀️
2012-07-22,1.0,20.6,12.2,3.9,rain,7,20.59999999999997,21.659884877746656,Rainy 🌧️
2012-07-23,0.0,18.9,11.1,3.3,rain,7,20.509000000000032,20.57152039655751,Sunny ☀️
2012-07-24,0.0,23.3,12.2,4.3,sun,7,23.210333333333313,21.725749901995087,Sunny ☀️
2012-07-25,0.0,26.7,12.8,2.6,sun,7,26.528683333333333,22.910542468999274,Sunny ☀️
2012-07-26,0.0,25.6,12.8,2.2,drizzle,7,27.357858333333333,23.009446780002037,Sunny ☀️
2012-07-27,0.0,18.9,13.9,2.8,drizzle,7,21.31057142857146,24.262580596442376,Sunny ☀️
2012-07-28,0.0,22.2,13.3,1.7,drizzle,7,22.848000000000003,23.770118206457532,Sunny ☀️
2012-07-29,0.0,22.8,15.0,2.0,sun,7,24.261599999999998,25.86187950139239,Sunny ☀️
2012-07-30,0.0,19.4,13.3,3.0,sun,7,22.023500000000023,23.448679195698553,Sunny ☀️
2012-07-31,0.0,22.8,13.9,2.8,sun,7,21.31057142857146,24.262580596442376,Sunny ☀️
2012-08-01,0.0,23.9,13.3,2.2,drizzle,8,23.741750000000035,23.566903530466654,Sunny ☀️
2012-08-02,0.0,23.3,12.2,2.5,sun,8,24.92313333333333,22.091235014270094,Sunny ☀️
2012-08-03,0.0,27.2,12.8,3.9,sun,8,25.505999999999982,22.509519171002868,Sunny ☀️
2012-08-04,0.0,33.9,16.7,3.7,sun,8,24.80199999999998,27.527891420580143,Sunny ☀️
2012-08-05,0.0,33.9,17.8,1.9,sun,8,32.50195000000004,29.374451103037064,Sunny ☀️
2012-08-06,0.0,28.3,15.6,2.5,rain,8,28.099250000000033,26.42311407064395,Sunny ☀️
2012-08-07,0.0,21.1,15.0,2.6,drizzle,8,23.551133333333315,25.633938747650816,Sunny ☀️
2012-08-08,0.0,22.2,15.0,3.1,sun,8,24.508833333333325,25.510308358897362,Sunny ☀️
2012-08-09,0.0,24.4,14.4,3.8,drizzle,8,25.19783333333335,24.572776569400084,Sunny ☀️
2012-08-10,0.0,25.6,12.2,2.3,sun,8,24.558650000000007,22.140687169771475,Sunny ☀️
2012-08-11,0.0,28.3,13.3,2.5,sun,8,24.392466666666664,23.49272529721458,Sunny ☀️
2012-08-12,0.0,30.6,15.0,3.0,sun,8,28.888666666666627,25.535034436648054,Sunny ☀️
2012-08-13,0.0,30.6,15.0,2.8,sun,8,28.830533333333324,25.584486592149435,Sunny ☀️
2012-08-14,0.0,28.9,13.9,2.8,sun,8,25.541404761904797,24.18299630920495,Sunny ☀️
2012-08-15,0.0,31.1,16.7,4.7,sun,8,29.997999999999962,27.280630643073234,Sunny ☀️
2012-08-16,0.0,34.4,18.3,2.8,sun,8,33.364700000000035,29.788957440982884,Sunny ☀️
2012-08-17,0.0,32.8,16.1,1.8,sun,8,31.231000000000023,27.233237652600828,Sunny ☀️
2012-08-18,0.0,21.7,14.4,3.0,drizzle,8,23.466642857142862,24.77058519140561,Sunny ☀️
2012-08-19,0.0,23.3,15.0,2.7,drizzle,8,25.84046666666666,25.609212669900128,Sunny ☀️
2012-08-20,0.0,25.6,15.0,1.9,sun,8,27.267599999999998,25.807021291905652,Sunny ☀️
2012-08-21,0.0,23.3,13.3,3.0,rain,8,23.628,23.369094908461125,Sunny ☀️
2012-08-22,0.0,22.2,13.3,2.3,sun,8,23.806933333333337,23.54217745271596,Sunny ☀️
2012-08-23,0.0,21.1,13.9,3.8,sun,8,22.060999999999982,23.935735531698043,Sunny ☀️
2012-08-24,0.0,22.2,10.0,3.3,sun,8,21.32583333333335,19.0904458263756,Sunny ☀️
2012-08-25,0.0,26.1,11.7,3.2,sun,8,24.62459999999996,21.28111143231322,Sunny ☀️
2012-08-26,0.0,21.1,12.2,3.4,sun,8,23.330857142857102,21.868700314513877,Sunny ☀️
2012-08-27,0.0,23.9,13.3,1.8,sun,8,24.041999999999994,23.665807841469416,Sunny ☀️
2012-08-28,0.0,22.8,12.2,3.2,sun,8,22.89299999999998,21.918152470015258,Sunny ☀️
2012-08-29,0.0,22.8,13.3,2.4,sun,8,24.18453333333333,23.51745137496527,Sunny ☀️
2012-08-30,0.0,22.8,12.8,1.9,sun,8,24.168833333333332,23.004040726016683,Sunny ☀️
2012-08-31,0.0,22.2,10.6,2.9,sun,8,22.237083333333345,19.953799382620808,Sunny ☀️
2012-09-01,0.0,21.7,10.6,2.1,sun,9,21.464000000000013,20.07202371738891,Sunny ☀️
2012-09-02,0.0,21.1,10.0,2.0,sun,9,21.148999999999972,19.332300549897155,Sunny ☀️
2012-09-03,0.0,22.8,12.8,3.3,sun,9,23.289999999999992,22.578291350269588,Sunny ☀️
2012-09-04,0.0,24.4,11.1,3.1,sun,9,23.61933333333337,20.46180397758404,Sunny ☀️
2012-09-05,0.0,26.1,11.7,2.6,sun,9,23.95099999999996,21.34988361157994,Sunny ☀️
2012-09-06,0.0,28.3,14.4,4.2,sun,9,26.48800000000001,24.39428797115989,Sunny ☀️
2012-09-07,0.0,32.2,13.3,3.1,sun,9,29.26899999999997,23.264784543473006,Sunny ☀️
2012-09-08,0.0,25.0,13.3,3.0,sun,9,25.79099999999997,23.289510621223698,Sunny ☀️
2012-09-09,0.3,18.9,13.9,5.0,rain,9,19.556000000000026,23.510007510876967,Rainy 🌧️
2012-09-10,0.3,20.0,11.7,3.9,rain,9,20.119,20.9790138002456,Rainy 🌧️
2012-09-11,0.0,20.0,8.9,4.2,sun,9,20.398999999999994,17.386836556437473,Sunny ☀️
2012-09-12,0.0,22.2,10.0,5.6,sun,9,20.938000000000017,18.442161750872287,Sunny ☀️
2012-09-13,0.0,27.8,11.7,3.6,sun,9,23.140999999999995,21.10262283407303,Sunny ☀️
2012-09-14,0.0,26.1,11.1,1.5,sun,9,23.244999999999973,20.85742122159509,Sunny ☀️
2012-09-15,0.0,22.2,11.1,1.9,sun,9,22.059000000000005,20.758516910592327,Sunny ☀️
2012-09-16,0.0,24.4,9.4,2.3,sun,9,23.269000000000037,18.493673071402636,Sunny ☀️
